,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over
2138,1400000US26125183900,"Census Tract 1839, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,44,44,75,91,0,0,0,0,0,9,0,0,10,23,9,40,119,0,0,0,0,0,8,0,0,19,40,38,14
1511,1400000US26125184000,"Census Tract 1840, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,117,10,119,216,0,0,0,0,0,0,0,0,0,46,20,150,124,0,0,0,0,0,0,0,0,0,24,0,100
916,1400000US26125184100,"Census Tract 1841, Oakland County, Michigan",0,0,24,0,0,0,0,14,6,33,4,82,246,4,0,22,0,0,0,0,29,9,45,10,127,108,8,0,0,5,0,0,0,14,0,0,6,75
642,1400000US26125184200,"Census Tract 1842, Oakland County, Michigan",48,0,0,0,0,21,0,0,22,39,17,130,225,0,0,0,0,0,10,0,0,9,42,31,133,170,8,0,0,0,0,0,0,0,30,69,0,63
1512,1400000US26125184300,"Census Tract 1843, Oakland County, Michigan",0,0,0,0,9,0,0,0,19,34,22,33,134,0,0,0,0,0,0,0,0,44,32,25,33,114,0,0,0,0,0,0,0,0,41,23,11,39
643,1400000US26125184400,"Census Tract 1844, Oakland County, Michigan",0,0,0,0,10,0,0,0,0,61,23,67,84,0,0,0,0,0,0,0,0,0,21,30,33,103,32,0,0,0,0,0,0,0,0,0,30,41
644,1400000US26125184500,"Census Tract 1845, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,11,0,73,49,0,0,0,0,0,0,0,0,23,0,0,26,129,14,0,0,0,0,0,12,0,0,0,21,82
962,1400000US26125184600,"Census Tract 1846, Oakland County, Michigan",0,0,0,0,0,0,0,0,41,38,0,45,126,0,14,0,0,0,60,0,13,0,0,21,18,141,0,7,0,0,0,47,0,5,8,13,17,44
681,1400000US26125184700,"Census Tract 1847, Oakland County, Michigan",0,0,7,0,0,0,0,0,8,7,10,21,51,10,0,0,4,0,0,0,0,14,0,0,23,98,5,0,0,0,0,0,0,0,9,7,0,77
645,1400000US26125187000,"Census Tract 1870, Oakland County, Michigan",8,0,0,0,0,12,0,0,0,45,0,98,193,0,0,0,0,0,7,0,0,0,6,46,134,130,0,11,0,0,0,0,0,0,26,17,6,70
646,1400000US26125188000,"Census Tract 1880, Oakland County, Michigan",0,0,11,0,0,0,10,0,0,21,95,157,482,0,0,22,0,0,0,30,0,0,36,80,314,386,0,0,0,0,0,0,11,0,23,41,56,255
1015,1400000US26125188100,"Census Tract 1881, Oakland County, Michigan",0,4,0,9,0,0,0,0,0,16,23,174,194,0,0,0,0,6,0,0,0,0,8,21,159,255,0,0,0,0,6,0,0,0,0,42,39,168
1513,1400000US26125190200,"Census Tract 1902, Oakland County, Michigan",0,0,20,0,0,0,0,0,0,0,74,208,414,0,0,0,0,13,0,0,0,19,34,77,271,437,0,0,0,0,20,0,0,0,28,76,68,245
956,1400000US26125190400,"Census Tract 1904, Oakland County, Michigan",26,0,10,18,11,0,0,0,31,39,0,116,316,0,0,0,34,0,0,0,0,33,26,18,205,280,12,0,0,17,0,0,0,0,10,47,19,175
963,1400000US26125190500,"Census Tract 1905, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,0,7,61,233,0,0,0,12,0,0,0,0,0,7,16,198,342,0,0,0,14,0,0,0,0,13,26,85,204
2139,1400000US26125190700,"Census Tract 1907, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,0,47,176,510,0,0,0,8,0,16,0,0,43,12,57,374,859,0,0,0,0,0,0,0,0,31,60,79,689
1024,1400000US26125190800,"Census Tract 1908, Oakland County, Michigan",0,0,0,0,0,11,0,0,0,0,54,59,394,0,0,0,0,0,0,0,0,0,11,24,359,378,17,0,0,0,0,0,0,0,0,0,41,320
957,1400000US26125191000,"Census Tract 1910, Oakland County, Michigan",0,17,14,0,0,7,0,5,48,20,20,36,93,0,0,0,0,0,0,0,0,15,0,17,61,86,0,0,0,0,0,0,0,0,5,12,15,54
964,1400000US26125191100,"Census Tract 1911, Oakland County, Michigan",0,0,11,0,18,0,7,0,0,41,28,64,173,0,0,0,0,0,0,14,0,24,0,45,90,79,0,0,0,0,0,0,0,0,4,5,12,58
685,1400000US26125191200,"Census Tract 1912, Oakland County, Michigan",0,10,0,0,0,0,0,0,16,83,31,74,478,72,0,0,0,0,71,0,0,16,10,35,274,458,9,0,0,0,18,36,0,0,129,12,18,236
2140,1400000US26125191300,"Census Tract 1913, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,12,35,172,410,0,0,0,0,0,0,0,0,0,37,30,343,531,21,0,0,11,0,0,0,0,37,69,32,361
965,1400000US26125192000,"Census Tract 1920, Oakland County, Michigan",8,7,0,0,0,0,0,26,50,5,15,150,310,0,9,0,0,40,0,0,0,0,26,0,235,610,51,0,0,43,25,18,26,26,17,46,16,342
693,1400000US26125192200,"Census Tract 1922, Oakland County, Michigan",0,0,6,0,0,0,43,9,7,13,63,237,661,0,0,0,0,0,7,40,16,14,84,172,328,586,0,0,7,0,0,7,0,15,23,73,116,345
966,1400000US26125192400,"Census Tract 1924, Oakland County, Michigan",6,0,27,0,0,0,0,0,34,32,53,140,371,0,0,0,0,0,0,7,0,89,20,26,229,397,0,0,0,0,0,0,7,0,105,66,38,181
694,1400000US26125192500,"Census Tract 1925, Oakland County, Michigan",0,0,0,0,0,0,0,0,13,29,16,151,320,0,0,8,0,0,0,0,0,7,11,54,240,323,0,0,25,0,0,0,0,0,11,22,4,261
695,1400000US26125192700,"Census Tract 1927, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,19,44,171,182,0,0,0,0,0,0,0,0,0,29,43,110,354,0,8,0,0,0,0,0,0,18,121,40,167
1012,1400000US26125192800,"Census Tract 1928, Oakland County, Michigan",0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,8,13,3,4,0,0,0,0,0,0,0,0,0,0,0,4
1514,1400000US26125193000,"Census Tract 1930, Oakland County, Michigan",0,17,8,0,0,0,0,0,36,37,78,73,255,25,0,0,0,0,0,0,8,18,27,47,130,213,25,0,0,0,0,0,0,0,78,35,8,67
967,1400000US26125193100,"Census Tract 1931, Oakland County, Michigan",0,0,0,0,0,0,0,0,26,48,7,104,323,0,0,0,0,0,0,0,0,17,35,10,261,313,0,0,12,0,0,12,0,0,0,71,44,174
2141,1400000US26125193300,"Census Tract 1933, Oakland County, Michigan",0,25,0,0,0,107,0,0,80,35,17,97,312,0,25,0,10,0,18,0,0,57,133,0,69,179,0,0,0,0,0,0,0,0,94,58,0,27
686,1400000US26125193400,"Census Tract 1934, Oakland County, Michigan",0,0,0,0,0,52,23,0,78,41,82,59,484,0,0,0,8,0,0,0,0,82,150,108,136,459,0,9,0,8,0,11,0,0,65,16,86,264
687,1400000US26125193500,"Census Tract 1935, Oakland County, Michigan",8,0,0,37,7,0,0,0,36,23,0,31,277,47,23,26,20,0,36,7,0,59,45,14,0,190,0,8,70,17,0,31,0,0,56,8,0,0
527,1400000US26125193600,"Census Tract 1936, Oakland County, Michigan",0,0,0,0,0,30,0,0,13,38,0,43,205,0,0,0,10,0,27,0,0,25,29,28,86,223,0,0,10,0,0,0,0,0,85,15,22,91
958,1400000US26125193700,"Census Tract 1937, Oakland County, Michigan",0,17,13,0,0,0,0,16,8,70,67,64,338,0,23,0,0,0,0,46,0,55,67,35,112,436,0,0,20,0,0,0,31,32,33,54,100,166
959,1400000US26125194000,"Census Tract 1940, Oakland County, Michigan",0,0,9,12,34,18,0,0,69,228,89,116,385,0,0,9,14,0,135,0,0,59,30,64,74,359,18,0,0,17,0,85,0,0,43,14,57,125
1515,1400000US26125194100,"Census Tract 1941, Oakland County, Michigan",0,0,0,0,0,0,0,0,16,90,38,97,165,0,0,0,16,0,0,0,0,0,62,46,41,232,0,0,0,33,0,11,0,0,7,16,14,151
688,1400000US26125194200,"Census Tract 1942, Oakland County, Michigan",0,0,0,0,0,15,0,0,39,3,4,40,126,0,0,0,0,0,0,0,8,33,0,4,81,64,0,0,0,0,0,0,0,3,0,0,29,32
528,1400000US26125194300,"Census Tract 1943, Oakland County, Michigan",0,0,0,10,0,0,0,0,0,47,0,104,315,0,0,0,10,0,0,0,0,0,9,89,207,471,0,0,10,0,0,0,0,0,35,77,38,311
960,1400000US26125194400,"Census Tract 1944, Oakland County, Michigan",0,0,0,44,0,0,0,0,23,24,59,48,235,64,0,0,0,0,0,0,0,66,0,44,61,251,5,0,0,0,9,0,0,0,49,8,74,106
968,1400000US26125194500,"Census Tract 1945, Oakland County, Michigan",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,1400000US26125194600,"Census Tract 1946, Oakland County, Michigan",0,0,0,0,0,24,0,0,39,43,35,167,344,0,0,8,0,0,9,0,0,54,48,47,178,424,9,8,27,0,0,25,0,69,29,86,55,116
1517,1400000US26125196000,"Census Tract 1960, Oakland County, Michigan",0,0,0,0,48,0,0,0,87,0,150,132,479,0,0,0,0,44,73,0,0,119,18,70,155,739,32,12,0,0,49,0,0,0,166,31,14,435
2142,1400000US26125196100,"Census Tract 1961, Oakland County, Michigan",0,0,0,0,0,34,0,0,17,0,110,214,540,0,0,0,17,0,0,0,0,87,106,60,270,430,0,0,0,17,19,0,0,18,145,47,0,184
2143,1400000US26125196200,"Census Tract 1962, Oakland County, Michigan",0,0,0,10,37,0,0,0,89,41,23,72,231,0,0,0,5,0,0,0,0,10,70,53,93,374,0,0,0,0,0,0,0,0,89,41,38,206
1025,1400000US26125196300,"Census Tract 1963, Oakland County, Michigan",0,0,0,0,9,0,0,0,15,49,0,35,281,0,9,21,0,0,0,9,0,30,66,33,113,370,7,9,16,0,17,0,0,0,7,126,23,165
692,1400000US26125196400,"Census Tract 1964, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,12,23,177,305,0,0,0,0,0,18,0,0,18,46,38,185,283,6,0,0,0,0,10,0,0,21,29,27,190
1518,1400000US26125196500,"Census Tract 1965, Oakland County, Michigan",15,0,0,0,0,0,0,0,0,45,41,145,315,17,13,0,0,0,0,0,0,37,33,29,186,684,49,12,0,17,9,0,0,0,18,10,126,443
961,1400000US26125196600,"Census Tract 1966, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,10,6,68,157,0,0,0,0,0,0,0,0,0,0,18,139,314,0,0,0,5,0,0,0,0,26,27,19,237
1692,1400000US26125196700,"Census Tract 1967, Oakland County, Michigan",0,0,0,0,0,0,0,11,21,0,19,81,304,0,6,9,5,0,0,0,0,20,50,44,170,281,0,0,8,6,15,0,0,0,0,5,72,175
2144,1400000US26125196800,"Census Tract 1968, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,0,48,164,278,0,0,0,0,0,0,0,0,0,32,87,159,506,0,0,0,0,0,48,0,0,11,17,60,370
1007,1400000US26125196900,"Census Tract 1969, Oakland County, Michigan",0,34,0,0,0,0,0,0,58,0,36,89,194,0,11,0,0,0,0,0,0,12,59,38,74,372,0,38,0,0,0,0,0,7,16,45,42,224
322,1400000US26125197000,"Census Tract 1970, Oakland County, Michigan",0,0,0,0,0,10,0,0,14,47,24,270,496,0,8,0,10,15,23,0,0,14,39,161,226,463,0,0,0,34,0,0,0,0,102,17,92,218
1693,1400000US26125197100,"Census Tract 1971, Oakland County, Michigan",0,0,0,0,0,0,0,0,21,3,10,85,207,16,5,0,0,0,16,0,0,81,3,0,86,271,0,0,0,0,9,0,7,0,44,25,15,171
696,1400000US26125197200,"Census Tract 1972, Oakland County, Michigan",0,0,0,0,0,0,0,0,40,80,0,306,214,0,0,0,9,0,0,0,0,63,33,10,99,323,0,15,0,10,0,0,0,0,0,42,77,179
1519,1400000US26125197300,"Census Tract 1973, Oakland County, Michigan",7,0,0,31,0,12,0,0,78,41,67,63,167,29,0,0,0,0,19,0,0,67,41,11,0,288,0,7,0,26,0,11,0,10,67,97,45,25
697,1400000US26125197400,"Census Tract 1974, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,45,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,65,52,19,0
699,1400000US26125197500,"Census Tract 1975, Oakland County, Michigan",0,0,11,0,31,25,0,0,60,55,36,34,205,0,0,0,0,5,0,0,36,0,56,69,39,235,7,10,0,0,6,0,0,36,13,49,30,84
1009,1400000US26125197600,"Census Tract 1976, Oakland County, Michigan",0,0,88,0,0,0,0,0,58,11,8,14,84,9,0,22,0,0,0,0,0,26,20,0,7,49,0,0,0,0,0,0,0,0,11,17,0,21
1360,1400000US26125197701,"Census Tract 1977.01, Oakland County, Michigan",0,0,0,0,0,10,0,0,86,107,88,77,488,0,0,0,18,0,94,0,0,36,139,104,97,370,7,15,0,8,0,0,0,0,7,82,9,242
1361,1400000US26125197702,"Census Tract 1977.02, Oakland County, Michigan",5,0,0,0,0,0,0,0,59,86,60,56,127,0,0,0,0,5,0,0,6,6,59,31,20,41,5,0,2,0,0,0,0,0,14,14,3,3
2145,1400000US26125197900,"Census Tract 1979, Oakland County, Michigan",0,0,0,0,0,0,0,0,86,74,19,134,235,0,0,0,0,0,0,0,0,38,15,53,129,275,10,0,0,0,0,0,0,29,41,0,42,153
323,1400000US26125198000,"Census Tract 1980, Oakland County, Michigan",0,14,0,0,0,0,0,0,46,25,28,54,362,0,67,0,0,0,0,0,6,25,23,59,182,364,17,12,0,0,0,0,0,0,63,78,46,148
1008,1400000US26125198100,"Census Tract 1981, Oakland County, Michigan",0,6,5,9,9,4,0,0,5,25,17,71,75,0,0,9,0,0,0,0,0,43,12,4,7,71,0,0,0,0,0,0,0,0,24,7,27,13
1362,1400000US26125981000,"Census Tract 9810, Oakland County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,1400000US26127010300,"Census Tract 103, Oceana County, Michigan",11,99,17,79,55,65,0,32,102,76,20,43,504,65,23,41,72,66,34,6,19,102,23,7,46,780,93,76,30,11,92,77,0,13,246,44,52,46
671,1400000US26127010400,"Census Tract 104, Oceana County, Michigan",47,10,14,29,29,41,6,36,16,0,2,6,299,31,7,2,59,20,55,13,28,28,33,19,4,332,29,10,20,71,25,19,7,53,19,43,10,26
670,1400000US26127010500,"Census Tract 105, Oceana County, Michigan",69,29,30,21,14,12,28,0,69,14,16,0,294,38,32,11,62,39,25,13,6,47,17,2,2,288,27,21,25,48,27,28,21,6,55,16,11,3
1363,1400000US26127010600,"Census Tract 106, Oceana County, Michigan",53,22,31,40,38,86,8,5,92,38,12,12,399,31,23,44,20,85,61,19,5,24,34,35,18,465,22,18,37,78,66,39,13,27,99,46,8,12
1364,1400000US26127010800,"Census Tract 108, Oceana County, Michigan",0,26,0,27,0,39,5,0,21,10,5,7,152,0,28,4,36,14,6,0,0,33,16,3,12,161,9,13,5,16,3,9,9,0,21,34,18,24
1365,1400000US26127010900,"Census Tract 109, Oceana County, Michigan",0,0,2,3,9,0,13,0,17,3,19,0,131,0,19,13,16,15,0,12,0,14,27,4,11,172,0,21,8,29,24,0,19,0,7,16,23,25
1366,1400000US26127011000,"Census Tract 110, Oceana County, Michigan",0,5,0,0,0,6,0,0,2,14,6,0,73,3,13,0,0,0,5,4,3,0,45,0,0,113,4,0,20,6,13,16,0,0,8,39,0,7
1367,1400000US26127990000,"Census Tract 9900, Oceana County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,1400000US26129950100,"Census Tract 9501, Ogemaw County, Michigan",14,3,7,7,7,3,0,4,28,0,5,0,97,24,6,7,11,24,8,0,5,0,6,6,0,147,17,4,4,11,34,4,2,19,25,13,3,11
1761,1400000US26129950200,"Census Tract 9502, Ogemaw County, Michigan",0,0,3,14,38,3,0,10,37,3,9,19,159,9,0,0,9,58,6,0,8,23,23,11,12,161,5,0,0,16,7,0,3,7,19,44,29,31
2608,1400000US26129950300,"Census Tract 9503, Ogemaw County, Michigan",7,0,0,0,14,3,0,0,11,4,1,0,99,4,10,6,4,29,0,0,7,18,13,3,5,148,22,2,0,12,22,11,0,12,21,9,7,30
2610,1400000US26129950400,"Census Tract 9504, Ogemaw County, Michigan",0,6,2,6,10,11,0,20,27,20,18,0,136,0,10,3,8,11,17,0,0,40,37,4,6,178,16,5,0,17,0,36,2,0,16,36,20,30
2611,1400000US26129950500,"Census Tract 9505, Ogemaw County, Michigan",18,0,51,36,3,50,3,29,44,12,14,11,271,16,0,74,26,10,23,14,5,66,20,10,7,346,13,14,42,44,0,9,34,0,101,18,29,42
2609,1400000US26129950600,"Census Tract 9506, Ogemaw County, Michigan",0,12,9,13,9,0,2,0,31,7,12,0,158,13,27,27,11,10,12,3,0,40,4,9,2,281,46,3,44,5,2,16,6,15,66,57,12,9
1368,1400000US26129950900,"Census Tract 9509, Ogemaw County, Michigan",110,9,13,117,12,16,25,7,23,11,8,14,242,77,0,9,5,78,8,0,0,41,9,0,15,212,29,29,12,13,34,29,10,3,30,8,14,1
319,1400000US26131970100,"Census Tract 9701, Ontonagon County, Michigan",14,0,0,13,8,4,2,0,3,13,8,4,82,19,0,2,32,4,0,2,0,5,10,2,6,87,18,7,5,20,0,2,2,0,2,22,1,8
321,1400000US26131970200,"Census Tract 9702, Ontonagon County, Michigan",42,0,2,0,0,6,0,0,0,5,0,7,119,4,0,2,19,8,20,0,0,53,7,0,6,128,21,0,3,8,0,11,0,0,47,31,4,3
320,1400000US26131970300,"Census Tract 9703, Ontonagon County, Michigan",5,0,0,5,0,0,0,0,7,12,0,0,76,2,0,10,17,4,4,6,0,17,16,0,0,83,7,5,5,18,5,5,0,0,21,0,2,15
1369,1400000US26131990100,"Census Tract 9901, Ontonagon County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,1400000US26133970100,"Census Tract 9701, Osceola County, Michigan",37,38,28,30,7,13,0,12,44,14,10,9,297,37,13,48,9,24,40,3,5,75,19,3,21,297,35,12,13,26,23,30,0,7,106,20,6,19
2596,1400000US26133970200,"Census Tract 9702, Osceola County, Michigan",25,25,41,18,20,8,0,4,37,33,12,7,373,35,39,39,15,12,44,8,9,85,42,15,30,449,22,9,30,45,11,37,14,12,82,74,61,52
2597,1400000US26133970300,"Census Tract 9703, Osceola County, Michigan",0,6,23,32,0,13,0,14,25,27,0,22,247,2,29,9,36,14,4,0,20,47,41,6,39,153,3,28,16,13,4,11,0,8,8,38,4,20
2595,1400000US26133970400,"Census Tract 9704, Osceola County, Michigan",38,59,41,6,44,26,10,0,52,0,15,5,294,27,25,122,14,15,26,10,0,37,11,0,7,231,22,24,37,21,8,11,15,3,41,38,11,0
2598,1400000US26133970500,"Census Tract 9705, Osceola County, Michigan",25,12,26,39,3,12,11,2,48,40,4,7,252,32,16,0,49,26,9,16,5,41,31,19,8,315,36,20,13,20,22,24,16,12,71,23,20,38
2599,1400000US26133970600,"Census Tract 9706, Osceola County, Michigan",92,32,2,25,33,8,5,8,53,33,4,13,329,64,80,20,21,8,14,17,15,42,31,13,4,347,14,44,8,26,31,4,28,8,68,66,24,26
1370,1400000US26135970201,"Census Tract 9702.01, Oscoda County, Michigan",4,25,0,0,0,0,0,0,4,11,3,14,62,0,32,0,0,3,0,0,0,18,5,4,0,91,0,18,0,0,0,8,0,0,26,0,7,32
1371,1400000US26135970202,"Census Tract 9702.02, Oscoda County, Michigan",14,0,5,11,19,25,0,1,21,21,0,21,161,5,26,18,0,18,5,0,13,52,12,0,12,122,14,12,18,0,0,3,1,0,50,24,0,0
1763,1400000US26135970300,"Census Tract 9703, Oscoda County, Michigan",2,4,12,0,0,10,7,0,13,13,0,0,113,6,32,21,4,6,0,6,0,0,33,5,0,79,11,2,6,4,0,12,6,22,14,2,0,0
1764,1400000US26135970400,"Census Tract 9704, Oscoda County, Michigan",6,21,0,20,0,0,0,10,54,8,29,6,159,0,0,18,27,5,22,14,0,20,48,5,0,124,0,0,16,10,8,0,4,0,22,41,12,11
1762,1400000US26135970500,"Census Tract 9705, Oscoda County, Michigan",0,5,0,4,0,0,0,23,12,0,9,0,70,0,5,0,22,0,11,0,23,9,0,0,0,102,6,0,0,0,0,7,0,51,26,12,0,0
2602,1400000US26137950100,"Census Tract 9501, Otsego County, Michigan",4,17,10,3,3,22,7,2,11,36,9,8,172,4,6,10,19,3,26,12,2,20,39,24,7,185,26,6,9,6,12,5,0,11,13,75,17,5
2603,1400000US26137950200,"Census Tract 9502, Otsego County, Michigan",7,14,35,21,33,10,18,8,43,76,9,29,413,4,9,17,13,14,27,32,8,76,72,50,91,460,34,0,10,14,19,9,11,37,24,111,97,94
2600,1400000US26137950300,"Census Tract 9503, Otsego County, Michigan",45,15,249,33,82,12,0,24,4,51,4,12,564,75,29,86,12,148,12,0,39,40,36,50,37,378,61,0,42,32,187,0,0,12,21,17,6,0
2604,1400000US26137950400,"Census Tract 9504, Otsego County, Michigan",11,16,0,0,18,6,0,0,17,22,0,3,62,6,0,0,0,3,2,0,0,24,12,7,8,181,4,0,0,6,1,0,0,0,56,86,16,12
2605,1400000US26137950500,"Census Tract 9505, Otsego County, Michigan",63,0,10,0,0,9,0,0,0,41,37,20,234,0,7,0,20,6,11,0,29,50,62,25,24,293,0,7,0,48,0,6,9,46,16,10,18,133
2601,1400000US26137950600,"Census Tract 9506, Otsego County, Michigan",27,15,42,43,0,0,0,0,38,32,28,82,408,20,14,73,44,0,4,36,0,56,116,8,37,229,21,8,6,0,22,15,0,6,36,53,15,47
2671,1400000US26139020100,"Census Tract 201, Ottawa County, Michigan",3,28,3,12,50,20,0,9,90,57,43,54,450,11,0,3,20,53,13,18,0,98,57,64,113,350,10,0,26,4,0,3,46,0,53,79,57,72
2673,1400000US26139020200,"Census Tract 202, Ottawa County, Michigan",0,9,20,25,0,43,0,0,101,110,39,9,484,0,10,31,39,9,50,21,0,158,101,35,30,474,9,95,20,39,18,18,0,0,101,91,17,66
2676,1400000US26139020400,"Census Tract 204, Ottawa County, Michigan",9,0,0,16,0,0,0,0,106,72,11,70,392,32,0,0,37,14,0,0,0,74,111,0,124,402,23,0,0,8,13,0,0,0,92,127,22,117
1372,1400000US26139020501,"Census Tract 205.01, Ottawa County, Michigan",0,0,0,0,38,12,0,0,18,45,22,0,330,0,11,12,42,75,11,0,0,71,36,27,45,379,30,0,0,0,32,86,0,0,64,59,39,69
1373,1400000US26139020503,"Census Tract 205.03, Ottawa County, Michigan",0,0,0,8,6,22,0,40,21,75,26,38,341,0,0,0,8,0,18,16,0,19,46,14,220,319,0,28,0,36,6,20,0,0,9,24,3,193
1374,1400000US26139020504,"Census Tract 205.04, Ottawa County, Michigan",0,0,18,7,0,24,0,0,65,10,0,27,214,5,8,12,8,0,46,0,9,45,24,29,28,108,0,0,12,0,0,9,9,0,5,15,44,14
2674,1400000US26139020600,"Census Tract 206, Ottawa County, Michigan",0,0,0,0,0,5,0,0,19,28,0,46,223,0,0,22,0,0,4,10,0,97,34,18,38,255,0,0,8,0,0,9,22,11,97,18,38,52
2668,1400000US26139020900,"Census Tract 209, Ottawa County, Michigan",41,7,0,0,0,32,21,0,91,42,36,27,328,72,0,10,7,11,14,35,11,73,30,55,10,371,39,9,34,17,9,0,14,13,20,83,92,41
2677,1400000US26139021000,"Census Tract 210, Ottawa County, Michigan",0,0,0,35,56,8,0,15,20,48,43,66,158,0,0,0,0,58,8,30,14,13,11,0,24,426,9,0,0,0,77,0,0,0,18,129,45,148
2678,1400000US26139021100,"Census Tract 211, Ottawa County, Michigan",4,0,0,0,9,0,0,11,131,44,67,11,522,20,0,0,10,96,3,4,0,187,44,46,112,429,5,0,9,6,95,4,13,12,71,80,25,109
1375,1400000US26139021201,"Census Tract 212.01, Ottawa County, Michigan",0,0,18,20,18,8,13,9,74,49,95,49,411,14,0,0,28,0,9,26,26,71,81,72,84,539,17,23,0,8,42,15,7,14,44,109,92,168
1376,1400000US26139021202,"Census Tract 212.02, Ottawa County, Michigan",0,20,0,38,43,11,0,0,42,30,35,118,476,0,47,0,0,0,25,0,21,109,168,80,26,505,36,0,29,0,0,0,0,19,68,210,88,55
1377,1400000US26139021301,"Census Tract 213.01, Ottawa County, Michigan",0,0,0,43,6,55,12,0,95,18,31,44,258,0,0,0,22,19,14,0,0,80,59,12,52,246,0,15,0,0,0,8,12,0,101,77,24,9
1378,1400000US26139021303,"Census Tract 213.03, Ottawa County, Michigan",0,6,0,0,10,21,0,19,48,88,14,45,225,0,0,0,0,6,23,0,12,34,68,21,61,282,0,0,0,0,5,31,0,0,50,134,28,34
1379,1400000US26139021304,"Census Tract 213.04, Ottawa County, Michigan",0,0,15,0,13,21,0,5,41,26,55,68,373,0,0,16,0,0,16,0,11,67,63,67,133,555,0,7,0,0,0,11,0,6,86,33,134,278
2679,1400000US26139021400,"Census Tract 214, Ottawa County, Michigan",0,0,76,0,43,0,0,0,170,80,129,81,690,0,29,15,0,116,42,0,15,271,68,27,107,658,0,0,0,0,51,25,0,0,243,105,98,136
2675,1400000US26139021500,"Census Tract 215, Ottawa County, Michigan",0,0,16,0,18,39,34,0,117,140,111,60,646,60,0,18,0,0,87,0,0,166,65,69,181,500,0,0,0,0,18,0,0,15,62,112,84,209
2661,1400000US26139021603,"Census Tract 216.03, Ottawa County, Michigan",0,0,16,16,0,9,0,0,208,58,97,23,314,17,0,13,35,0,26,0,0,133,66,8,16,428,0,0,25,18,0,9,0,7,213,128,0,28
