,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
983,1400000US42055011000,"Census Tract 110, Franklin County, Pennsylvania",116,8,84,0,19,23,0,0,81,0,12,156,328,0,93,129,0,0,42,0,0,40,0,0,24,418,0,80,82,46,21,15,0,0,80,30,18,46,658,307,24,256,1245,
974,1400000US42055011100,"Census Tract 111, Franklin County, Pennsylvania",0,0,40,0,19,8,0,8,140,29,21,7,202,0,0,0,0,7,16,6,31,31,58,29,24,180,0,12,0,37,20,0,0,32,14,42,13,10,112,334.8,103.2,104,654,
978,1400000US42055011200,"Census Tract 112, Franklin County, Pennsylvania",9,39,107,0,6,0,17,0,0,26,0,0,325,9,4,114,0,32,10,107,0,10,39,0,0,385,15,9,75,0,0,31,80,76,63,27,0,9,400,431.4,73.6,9,914,
1321,1400000US42055011301,"Census Tract 113.01, Franklin County, Pennsylvania",0,12,14,33,10,55,14,0,31,69,101,76,434,0,0,34,53,20,42,0,0,30,0,133,122,359,0,42,0,121,0,0,0,0,6,23,36,131,324,211.4,73.6,599,1208,
1322,1400000US42055011302,"Census Tract 113.02, Franklin County, Pennsylvania",92,32,0,0,0,0,0,0,41,68,100,53,457,45,0,0,12,83,0,57,23,19,120,49,49,479,34,0,0,0,42,0,25,0,128,146,63,41,277.5,422.3,267.2,355,1322,
991,1400000US42055011400,"Census Tract 114, Franklin County, Pennsylvania",0,0,0,0,30,0,0,39,88,64,106,39,493,0,0,0,55,0,16,0,0,282,54,86,0,545,2,36,0,63,0,55,0,17,190,71,70,41,171,739.8,151.2,342,1404,
984,1400000US42055011500,"Census Tract 115, Franklin County, Pennsylvania",3,7,0,109,0,0,3,0,73,54,89,22,420,2,7,9,143,0,33,6,0,171,20,11,18,602,0,111,13,113,0,39,4,4,135,53,81,49,517,493.4,101.6,270,1382,
985,1400000US42055011600,"Census Tract 116, Franklin County, Pennsylvania",0,6,0,0,0,0,18,36,109,70,62,126,392,0,2,0,0,0,24,0,18,168,31,59,90,599,0,0,1,18,0,34,0,0,363,1,111,71,27,790.4,81.6,519,1418,
992,1400000US42055011700,"Census Tract 117, Franklin County, Pennsylvania",0,0,0,39,178,0,0,0,54,51,95,197,714,0,0,0,43,276,9,0,0,73,111,84,118,679,0,0,0,44,115,49,0,29,96,144,61,141,410.5,655.7,244.8,696,2007,
995,1400000US42055011800,"Census Tract 118, Franklin County, Pennsylvania",0,0,0,0,10,75,27,22,29,61,7,16,317,0,0,0,0,0,52,0,55,94,32,0,84,289,12,0,0,0,0,23,0,0,60,23,81,90,17,465.2,92.8,278,853,
981,1400000US42055011900,"Census Tract 119, Franklin County, Pennsylvania",12,0,13,36,0,83,0,0,64,12,50,70,611,59,0,0,78,0,119,0,14,157,86,32,66,784,12,0,14,247,0,35,0,13,131,100,81,151,471,655.6,158.4,450,1735,
979,1400000US42055012000,"Census Tract 120, Franklin County, Pennsylvania",0,52,28,16,2,11,28,6,89,117,3,53,348,0,8,12,16,6,72,13,0,95,61,47,18,597,0,18,10,0,5,206,12,2,142,141,14,47,166.5,746.3,255.2,182,1350,
980,1400000US42055012100,"Census Tract 121, Franklin County, Pennsylvania",8,11,117,0,19,16,0,28,90,33,41,23,220,0,0,17,0,40,11,0,27,64,40,0,21,276,0,0,0,0,25,17,11,55,68,31,0,69,195,449.8,83.2,154,882,
988,1400000US42055012200,"Census Tract 122, Franklin County, Pennsylvania",0,9,52,44,20,19,0,0,124,38,29,0,311,0,50,77,0,23,46,0,72,35,0,0,8,166,0,11,13,33,23,0,0,0,37,16,24,9,322,376.8,43.2,70,812,
993,1400000US42055012300,"Census Tract 123, Franklin County, Pennsylvania",159,0,28,21,37,75,0,8,61,18,14,92,472,115,16,28,35,39,106,0,8,45,50,21,9,285,31,0,65,47,0,44,0,15,34,24,25,0,583,452.4,73.6,161,1270,
975,1400000US42055012400,"Census Tract 124, Franklin County, Pennsylvania",10,0,12,68,0,9,11,0,44,48,8,8,167,0,0,24,12,22,0,0,0,69,11,19,10,162,5,11,35,25,0,0,0,0,20,28,20,18,213,181.4,69.6,83,547,
982,1400000US42055012501,"Census Tract 125.01, Franklin County, Pennsylvania",8,41,58,0,0,22,0,0,0,91,51,124,618,0,125,112,0,14,10,0,0,0,161,37,159,421,34,55,30,0,16,0,52,0,14,104,0,116,478,184.2,284.8,487,1434,
996,1400000US42055012502,"Census Tract 125.02, Franklin County, Pennsylvania",6,28,46,19,0,42,25,0,86,17,35,26,266,0,65,48,19,0,30,0,0,25,48,31,0,216,20,0,0,19,0,28,0,0,20,51,16,62,270,279.2,92.8,170,812,
1323,1400000US42057960100,"Census Tract 9601, Fulton County, Pennsylvania",58,17,35,39,24,0,14,44,59,33,23,39,377,29,18,32,15,15,35,41,14,94,38,21,25,364,25,16,0,38,32,30,11,16,75,45,45,31,357.5,491.7,92.8,184,1126,
1320,1400000US42057960200,"Census Tract 9602, Fulton County, Pennsylvania",10,11,8,47,3,30,4,9,54,32,8,16,315,17,6,10,27,7,31,0,34,35,61,29,58,302,15,5,4,6,6,32,0,29,85,66,17,37,174,382.8,127.2,165,849,
1731,1400000US42057960300,"Census Tract 9603, Fulton County, Pennsylvania",14,0,13,22,14,21,3,9,49,37,32,34,319,3,3,42,15,42,21,4,8,76,29,46,30,323,11,4,17,14,19,13,8,21,54,77,48,37,195.5,353.1,114.4,227,890,
2134,1400000US42059970100,"Census Tract 9701, Greene County, Pennsylvania",57,0,0,19,26,32,0,0,249,150,26,27,462,60,18,18,0,36,3,0,3,108,168,15,33,592,0,33,71,63,0,21,85,40,41,162,22,54,370,709,384,177,1640,
2131,1400000US42059970200,"Census Tract 9702, Greene County, Pennsylvania",4,0,5,0,0,48,0,6,52,7,32,19,265,0,4,18,0,0,27,1,2,25,52,112,24,147,5,4,10,0,0,2,2,0,51,17,32,24,50,231.2,60.8,243,585,
2132,1400000US42059970300,"Census Tract 9703, Greene County, Pennsylvania",13,20,0,0,39,0,0,7,17,34,61,11,246,12,10,8,14,23,12,0,11,36,56,24,40,252,3,0,8,20,12,21,5,24,39,64,17,39,145,239.8,123.2,192,700,
2133,1400000US42059970400,"Census Tract 9704, Greene County, Pennsylvania",47,0,1,13,15,6,0,7,28,62,39,19,325,40,0,11,14,33,23,0,7,51,74,46,26,276,34,3,7,13,54,15,0,8,34,29,50,29,234,263,132,209,838,
1732,1400000US42059970501,"Census Tract 9705.01, Greene County, Pennsylvania",0,0,0,0,0,0,0,21,23,31,0,33,90,3,0,0,0,0,0,0,0,9,10,59,9,267,4,0,0,12,0,0,0,0,44,127,45,35,19,130.6,134.4,181,465,
1733,1400000US42059970502,"Census Tract 9705.02, Greene County, Pennsylvania",45,17,78,0,0,5,0,0,63,15,11,9,248,0,36,10,8,9,7,0,40,35,77,17,9,250,8,17,0,6,0,22,0,4,29,109,15,40,229.5,249.7,160.8,101,741,
2129,1400000US42059970600,"Census Tract 9706, Greene County, Pennsylvania",35,0,0,26,0,33,0,0,12,11,8,32,252,12,51,0,9,0,38,0,0,39,54,35,14,216,30,39,43,23,9,0,0,0,50,0,22,0,272.5,189.5,52,111,625,
2130,1400000US42059970700,"Census Tract 9707, Greene County, Pennsylvania",8,0,5,6,28,6,4,6,34,17,42,43,159,17,0,17,10,5,10,19,7,17,14,26,17,140,0,0,4,9,5,16,5,6,11,39,25,20,95,174,56,173,498,
2135,1400000US42059970800,"Census Tract 9708, Greene County, Pennsylvania",103,35,9,23,0,0,0,0,22,76,12,12,372,87,34,27,29,5,0,0,19,11,77,26,57,288,35,13,15,39,36,25,0,9,47,17,32,20,469.5,187.5,136,159,952,
1941,1400000US42061950100,"Census Tract 9501, Huntingdon County, Pennsylvania",0,0,0,4,0,7,13,15,35,20,10,14,104,0,0,0,2,0,11,7,13,25,27,10,9,104,7,0,0,7,0,12,1,0,8,34,11,24,20,163.2,64.8,78,326,
1946,1400000US42061950200,"Census Tract 9502, Huntingdon County, Pennsylvania",0,0,2,19,18,3,3,8,64,17,40,33,310,10,0,2,11,18,37,0,2,90,46,53,41,243,17,5,6,4,24,4,2,34,41,30,4,72,106,336.6,74.4,243,760,
1949,1400000US42061950300,"Census Tract 9503, Huntingdon County, Pennsylvania",16,15,14,12,24,17,0,4,81,11,18,14,224,7,22,3,3,4,40,0,0,54,59,14,18,374,47,7,6,10,3,114,0,4,76,51,18,38,177.5,429.7,96.8,120,824,
1942,1400000US42061950400,"Census Tract 9504, Huntingdon County, Pennsylvania",115,11,20,0,35,25,0,13,109,39,15,0,378,35,48,38,0,37,14,0,0,83,86,0,37,410,69,83,0,34,45,11,0,0,72,50,24,22,511.5,420.5,140,98,1170,
1947,1400000US42061950500,"Census Tract 9505, Huntingdon County, Pennsylvania",14,10,14,18,5,25,35,7,29,28,7,16,227,6,12,17,4,17,40,38,0,30,50,1,12,265,40,18,25,1,4,32,41,0,29,55,12,8,192,345.6,106.4,56,700,
1950,1400000US42061950600,"Census Tract 9506, Huntingdon County, Pennsylvania",8,0,28,0,17,11,18,10,42,32,10,38,350,8,26,37,5,8,7,5,4,92,52,37,69,345,17,0,63,9,13,0,10,24,56,47,30,76,220,324.2,104.8,260,909,
1943,1400000US42061950800,"Census Tract 9508, Huntingdon County, Pennsylvania",8,11,4,14,12,5,2,13,50,12,38,8,212,2,31,2,34,22,0,3,8,46,26,22,16,240,6,0,4,31,35,3,6,18,53,51,19,14,181.5,259.3,71.2,117,629,
1944,1400000US42061950900,"Census Tract 9509, Huntingdon County, Pennsylvania",29,13,33,13,26,5,4,0,56,28,14,5,127,14,5,0,15,27,4,13,17,12,20,0,0,161,4,30,0,19,20,13,4,15,13,23,11,9,211.5,206.7,56.8,39,514,
1945,1400000US42061951000,"Census Tract 9510, Huntingdon County, Pennsylvania",16,0,5,2,19,9,0,5,27,44,0,0,256,12,6,25,44,41,9,26,11,46,15,11,10,141,8,10,26,8,0,10,7,0,19,4,0,49,192,211.6,50.4,70,524,
1951,1400000US42061951100,"Census Tract 9511, Huntingdon County, Pennsylvania",6,4,0,13,14,16,2,2,10,25,16,4,131,3,0,1,15,26,19,6,2,20,8,18,13,212,80,2,0,12,20,11,6,2,5,14,39,21,166,140.4,37.6,111,455,
1948,1400000US42061951200,"Census Tract 9512, Huntingdon County, Pennsylvania",49,30,14,11,19,25,9,4,60,51,15,17,457,41,17,52,14,26,35,16,2,103,72,23,56,346,26,16,23,19,17,20,8,10,58,89,38,22,343,423.4,169.6,171,1107,
1952,1400000US42061951300,"Census Tract 9513, Huntingdon County, Pennsylvania",15,3,18,4,4,2,6,0,22,14,8,6,137,7,13,2,2,0,29,5,0,33,29,15,2,150,9,3,0,4,2,11,4,0,21,53,27,16,83,155.2,76.8,74,389,
1953,1400000US42063960100,"Census Tract 9601, Indiana County, Pennsylvania",25,41,71,62,10,12,19,0,41,35,13,20,379,13,51,123,61,12,26,0,0,40,20,26,7,355,17,15,32,109,15,23,0,3,46,50,20,25,638.5,249.5,84,111,1083,
351,1400000US42063960200,"Census Tract 9602, Indiana County, Pennsylvania",129,65,152,71,68,24,0,1,55,16,22,14,625,156,45,103,27,93,35,2,24,73,32,22,13,581,78,25,97,34,110,60,4,15,74,52,20,12,1117.5,522.5,80,103,1823,
1955,1400000US42063960300,"Census Tract 9603, Indiana County, Pennsylvania",8,9,7,21,13,10,7,7,37,17,7,2,105,3,4,7,16,0,0,0,3,29,16,24,3,167,0,0,23,23,0,3,5,7,49,23,25,9,127.5,174.7,44.8,70,417,
352,1400000US42063960400,"Census Tract 9604, Indiana County, Pennsylvania",22,25,30,34,19,12,0,9,70,18,8,0,296,7,84,15,27,44,0,0,9,48,18,30,14,346,13,25,19,28,24,85,0,9,23,55,25,40,372.5,326.7,72.8,117,889,
356,1400000US42063960500,"Census Tract 9605, Indiana County, Pennsylvania",15,0,4,12,0,56,0,0,28,18,7,27,237,19,14,7,8,8,26,0,0,42,69,22,22,189,8,13,0,0,23,10,0,0,20,33,51,31,115.5,221.5,96,160,593,
2355,1400000US42063960600,"Census Tract 9606, Indiana County, Pennsylvania",0,6,0,16,5,0,1,37,117,37,8,50,293,0,5,4,5,5,8,1,0,144,19,46,56,324,15,4,4,3,77,5,6,0,44,61,49,56,105.5,429.9,93.6,265,894,
1956,1400000US42063960700,"Census Tract 9607, Indiana County, Pennsylvania",20,54,0,42,0,0,0,0,24,20,46,60,314,0,0,0,24,0,0,0,0,38,172,57,23,426,0,0,0,91,84,0,0,0,58,53,75,65,273,211,196,326,1006,
357,1400000US42063960800,"Census Tract 9608, Indiana County, Pennsylvania",12,0,8,25,9,9,10,0,42,0,29,83,241,17,0,16,7,24,9,10,0,22,51,30,55,289,8,0,9,0,0,9,0,0,10,72,40,141,118.5,162.1,98.4,378,757,
354,1400000US42063960900,"Census Tract 9609, Indiana County, Pennsylvania",0,0,0,0,12,0,0,41,28,17,0,0,232,0,0,0,0,27,39,0,17,82,48,0,19,173,0,0,0,0,6,44,0,0,37,23,32,31,22.5,328.1,70.4,82,503,
1954,1400000US42063961000,"Census Tract 9610, Indiana County, Pennsylvania",5,0,8,0,27,26,0,0,0,0,0,16,85,0,0,0,0,12,6,0,0,0,58,2,7,100,17,0,0,0,0,0,0,0,22,35,12,14,49.5,92.1,74.4,51,267,
358,1400000US42063961101,"Census Tract 9611.01, Indiana County, Pennsylvania",11,0,0,0,0,0,0,0,72,56,10,0,214,10,0,0,0,36,0,0,0,82,28,11,47,178,0,0,0,0,0,0,0,12,38,15,0,113,39,241.8,79.2,181,541,
1957,1400000US42063961102,"Census Tract 9611.02, Indiana County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,
348,1400000US42063961200,"Census Tract 9612, Indiana County, Pennsylvania",0,0,0,12,0,0,0,8,96,20,0,49,155,0,0,0,26,0,0,0,0,96,13,0,20,213,48,8,20,13,0,0,0,8,67,25,16,8,127,286.6,46.4,93,553,
1958,1400000US42063961300,"Census Tract 9613, Indiana County, Pennsylvania",54,11,1,2,5,15,8,6,68,53,4,63,199,6,9,27,10,0,22,12,0,46,25,21,21,267,22,26,19,6,20,3,2,0,43,51,33,42,205.5,263.3,103.2,184,756,
349,1400000US42063961400,"Census Tract 9614, Indiana County, Pennsylvania",14,45,0,0,5,6,5,0,52,15,20,30,238,29,35,0,0,0,3,10,0,42,68,18,33,214,5,6,0,0,0,2,0,24,58,71,25,23,136.5,235.3,123.2,149,644,
2354,1400000US42063961500,"Census Tract 9615, Indiana County, Pennsylvania",15,14,45,33,29,3,0,7,61,30,13,0,298,14,18,14,40,20,2,0,15,91,44,20,20,340,14,16,48,29,4,3,0,23,80,44,60,19,326.5,335.1,94.4,132,888,
355,1400000US42063961600,"Census Tract 9616, Indiana County, Pennsylvania",0,16,0,11,0,0,0,0,50,72,0,0,149,0,0,20,22,0,9,0,9,66,9,0,14,266,16,23,10,0,91,0,0,0,29,61,0,36,163.5,236.9,113.6,50,564,
1959,1400000US42063961700,"Census Tract 9617, Indiana County, Pennsylvania",10,13,13,4,8,4,0,0,16,12,11,0,118,9,19,4,16,0,7,2,8,17,28,3,5,146,10,22,4,9,3,5,2,3,44,23,9,12,138.5,126.1,50.4,40,355,
346,1400000US42063961800,"Census Tract 9618, Indiana County, Pennsylvania",14,0,4,0,3,0,0,0,32,7,10,25,130,0,28,0,10,0,5,0,0,59,17,0,11,135,0,0,4,33,3,11,0,4,34,22,14,10,96,157.2,36.8,70,360,
2353,1400000US42063961900,"Census Tract 9619, Indiana County, Pennsylvania",3,20,14,26,3,0,9,0,60,7,22,22,162,13,0,11,8,5,8,0,0,42,30,13,32,308,2,33,2,23,7,20,2,4,65,63,35,52,162.5,237.5,80,176,656,
347,1400000US42063962000,"Census Tract 9620, Indiana County, Pennsylvania",51,34,17,12,18,0,0,0,61,40,0,8,206,0,0,34,24,18,0,0,17,66,25,8,14,173,0,0,0,0,10,0,0,17,82,30,21,13,195,285,76,64,620,
350,1400000US42063962100,"Census Tract 9621, Indiana County, Pennsylvania",14,0,14,43,44,6,21,0,55,57,0,21,195,9,0,13,11,3,0,40,0,26,53,20,20,137,10,0,0,20,13,0,0,0,32,37,19,6,164,239.4,117.6,86,607,
353,1400000US42063962200,"Census Tract 9622, Indiana County, Pennsylvania",0,0,0,0,5,0,2,0,13,5,25,36,93,0,7,0,0,0,0,5,0,44,5,16,16,155,7,6,11,0,0,0,2,8,32,25,18,46,33.5,115.5,28,157,334,
2756,1400000US42065950100,"Census Tract 9501, Jefferson County, Pennsylvania",0,34,0,10,13,11,0,0,17,16,13,5,138,17,15,0,3,7,0,0,29,24,39,0,4,129,4,7,5,27,0,6,0,5,40,14,17,4,132,155.8,55.2,43,386,
2760,1400000US42065950200,"Census Tract 9502, Jefferson County, Pennsylvania",16,0,12,24,7,75,0,0,29,28,8,8,236,0,47,16,2,7,10,0,0,60,22,21,51,186,16,0,10,6,15,4,0,0,27,33,7,68,163.5,236.1,66.4,163,629,
2759,1400000US42065950300,"Census Tract 9503, Jefferson County, Pennsylvania",44,14,97,0,13,2,11,10,45,50,45,16,347,7,3,60,0,3,33,3,10,139,49,15,25,445,5,3,76,4,9,64,7,0,117,113,15,32,325.5,495.9,169.6,148,1139,
2763,1400000US42065950400,"Census Tract 9504, Jefferson County, Pennsylvania",11,0,15,0,7,0,0,12,15,41,15,3,195,10,0,20,5,7,0,0,72,23,45,7,6,103,7,0,0,0,0,0,0,11,58,8,6,13,75,216.8,75.2,50,417,
2761,1400000US42065950500,"Census Tract 9505, Jefferson County, Pennsylvania",22,19,0,0,12,24,0,7,24,23,12,4,113,0,24,0,0,12,0,0,0,53,10,0,14,151,9,16,0,0,12,0,0,0,76,20,4,14,108,212.6,42.4,48,411,
2762,1400000US42065950600,"Census Tract 9506, Jefferson County, Pennsylvania",15,6,5,6,28,23,2,5,113,39,22,7,382,27,14,10,18,34,36,6,13,81,75,43,25,435,22,8,7,26,27,36,8,6,74,95,45,81,208.5,489.3,167.2,223,1088,
2764,1400000US42065950700,"Census Tract 9507, Jefferson County, Pennsylvania",5,5,7,18,6,16,0,0,29,32,26,6,247,14,6,0,86,14,10,16,0,21,28,46,6,140,11,12,0,15,13,0,0,6,55,11,9,8,195.5,183.7,56.8,101,537,
2757,1400000US42065950800,"Census Tract 9508, Jefferson County, Pennsylvania",13,9,5,10,22,7,5,28,19,26,20,4,200,10,4,8,22,17,6,6,19,48,26,14,20,274,18,9,3,29,29,2,4,19,45,46,43,27,174,261.6,78.4,128,642,
2765,1400000US42065950900,"Census Tract 9509, Jefferson County, Pennsylvania",44,3,12,38,10,5,0,16,43,34,39,29,326,21,14,12,30,26,44,0,15,48,67,27,22,302,32,0,5,15,33,38,3,5,49,59,43,20,260.5,332.5,128,180,901,
2758,1400000US42065951000,"Census Tract 9510, Jefferson County, Pennsylvania",32,28,46,24,59,40,12,42,39,70,10,21,461,18,30,78,30,85,25,11,20,80,31,36,17,371,22,31,17,34,48,23,21,41,67,50,11,6,486,547.2,120.8,101,1255,
2752,1400000US42065951100,"Census Tract 9511, Jefferson County, Pennsylvania",27,5,5,3,5,31,0,13,61,13,36,39,184,4,14,0,0,0,14,10,8,38,18,35,43,226,5,14,18,9,12,3,22,0,37,21,29,56,112.5,255.9,41.6,238,648,
2767,1400000US42065951200,"Census Tract 9512, Jefferson County, Pennsylvania",181,23,0,49,0,30,0,0,0,27,8,11,186,14,20,0,49,0,35,0,24,10,27,7,0,265,60,9,27,33,0,75,0,0,0,55,6,0,465,195.8,87.2,32,780,
2766,1400000US42065951300,"Census Tract 9513, Jefferson County, Pennsylvania",11,0,10,29,11,0,12,0,0,11,28,0,108,0,9,10,0,21,0,10,0,28,20,10,0,106,9,0,15,0,10,7,9,0,15,29,0,12,114,114,48,50,326,
1734,1400000US42067070100,"Census Tract 701, Juniata County, Pennsylvania",6,2,129,10,53,6,0,14,189,182,22,59,388,7,8,35,9,71,6,0,87,49,27,52,37,561,6,10,20,6,60,3,0,87,232,45,60,32,340,815.8,203.2,262,1621,
1735,1400000US42067070201,"Census Tract 702.01, Juniata County, Pennsylvania",6,7,0,9,21,24,0,0,41,10,12,0,155,13,0,25,8,4,35,15,0,40,0,15,0,114,7,0,14,16,4,5,0,0,27,8,20,13,119.5,205.1,14.4,60,399,
1736,1400000US42067070202,"Census Tract 702.02, Juniata County, Pennsylvania",20,6,28,14,72,11,7,7,57,63,44,55,396,15,44,31,52,61,45,8,2,74,37,8,19,538,20,9,42,63,22,13,15,19,156,94,68,17,421.5,530.3,155.2,211,1318,
1737,1400000US42067070300,"Census Tract 703, Juniata County, Pennsylvania",42,19,57,58,26,13,0,10,123,27,37,24,386,50,13,38,38,14,19,0,4,103,54,41,12,361,46,21,20,16,14,16,2,5,83,32,47,59,445,427.6,90.4,220,1183,
1738,1400000US42067070400,"Census Tract 704, Juniata County, Pennsylvania",2,0,24,33,13,40,0,9,44,37,12,62,321,0,32,41,18,36,82,18,3,44,28,8,11,394,13,64,26,11,17,49,16,24,51,45,29,49,297,435,88,171,991,
1876,1400000US42069100200,"Census Tract 1002, Lackawanna County, Pennsylvania",45,0,0,0,0,0,15,0,0,0,0,0,22,0,8,0,0,0,0,7,0,7,0,0,0,103,27,8,9,44,0,0,0,6,9,0,0,0,141,44,0,0,185,
1877,1400000US42069100300,"Census Tract 1003, Lackawanna County, Pennsylvania",0,12,13,0,0,0,0,0,8,13,0,0,59,0,12,12,0,0,0,0,7,7,21,0,0,81,0,21,0,0,0,19,0,0,25,10,0,6,70,74.8,35.2,6,186,
1900,1400000US42069100400,"Census Tract 1004, Lackawanna County, Pennsylvania",15,0,33,29,86,0,0,0,35,26,0,33,241,26,0,52,16,65,0,0,0,46,8,0,28,59,0,0,0,0,16,0,0,0,23,0,7,13,254.5,194.3,27.2,81,557,
2077,1400000US42069100500,"Census Tract 1005, Lackawanna County, Pennsylvania",37,17,0,33,24,6,0,0,28,24,0,8,111,21,0,0,6,4,5,0,0,29,29,17,0,119,4,0,0,51,5,0,0,0,52,7,0,0,185.5,148.5,48,25,407,
1879,1400000US42069100600,"Census Tract 1006, Lackawanna County, Pennsylvania",38,21,0,69,0,4,28,37,59,30,22,13,277,21,0,0,80,0,0,21,10,16,54,49,26,445,0,92,26,60,0,0,78,0,103,40,13,33,407,380.8,99.2,156,1043,
1867,1400000US42069100800,"Census Tract 1008, Lackawanna County, Pennsylvania",21,40,46,0,6,0,0,0,21,12,0,4,120,0,0,40,7,5,10,0,0,0,4,0,54,188,36,9,23,0,14,50,0,0,23,7,0,26,234.5,121.1,18.4,84,458,
1869,1400000US42069100900,"Census Tract 1009, Lackawanna County, Pennsylvania",15,15,22,0,12,0,0,0,0,11,25,6,247,51,15,23,0,0,13,0,0,42,85,13,5,42,11,0,0,0,8,0,0,0,3,0,2,18,162,87.2,76.8,69,395,
2087,1400000US42069101000,"Census Tract 1010, Lackawanna County, Pennsylvania",0,0,0,0,0,35,0,0,11,0,12,20,225,0,0,30,0,0,38,0,27,66,0,0,64,146,0,0,0,0,0,9,0,15,53,14,0,55,30,256.8,11.2,151,449,
2627,1400000US42069101100,"Census Tract 1011, Lackawanna County, Pennsylvania",0,0,0,0,0,0,0,35,59,0,0,6,360,20,0,12,10,15,20,7,64,90,110,7,5,295,0,0,26,0,19,49,9,0,119,54,8,11,85,501.8,131.2,37,755,
1875,1400000US42069101200,"Census Tract 1012, Lackawanna County, Pennsylvania",194,0,0,0,0,8,80,0,0,15,50,19,133,73,18,0,0,0,0,0,0,42,0,0,0,266,64,18,0,0,63,8,65,0,34,14,0,0,398.5,274.3,23.2,69,765,
1868,1400000US42069101300,"Census Tract 1013, Lackawanna County, Pennsylvania",74,47,0,15,46,0,0,0,86,13,0,0,303,62,65,0,0,0,0,32,0,131,13,0,0,88,0,10,0,0,0,0,0,0,12,66,0,0,296,302.4,73.6,0,672,
1891,1400000US42069101400,"Census Tract 1014, Lackawanna County, Pennsylvania",103,21,49,0,35,26,24,0,68,0,0,0,351,151,31,66,0,6,0,0,0,37,25,11,24,284,141,59,29,0,13,0,0,0,17,13,12,0,677,206.6,30.4,47,961,
2078,1400000US42069101600,"Census Tract 1016, Lackawanna County, Pennsylvania",64,0,0,26,35,12,0,0,0,0,0,0,168,32,65,8,0,16,22,0,0,25,0,0,0,188,49,10,33,0,10,34,0,0,52,0,0,0,317.5,175.5,0,0,493,
2079,1400000US42069101700,"Census Tract 1017, Lackawanna County, Pennsylvania",0,0,22,0,0,0,0,0,34,42,14,40,234,11,31,6,15,0,0,0,52,85,5,10,19,220,10,45,0,23,0,0,0,0,90,9,23,20,163,272.2,44.8,126,606,
2622,1400000US42069101800,"Census Tract 1018, Lackawanna County, Pennsylvania",25,27,0,0,0,0,0,0,76,33,65,0,285,17,52,0,0,0,72,10,9,28,41,9,47,274,0,27,0,0,0,36,18,0,80,20,10,83,148,347.8,75.2,214,785,
2080,1400000US42069101900,"Census Tract 1019, Lackawanna County, Pennsylvania",12,5,0,0,0,15,0,0,42,0,0,0,107,35,0,0,0,7,35,0,18,12,0,0,0,38,14,0,0,0,0,9,0,0,11,0,0,4,69.5,145.5,0,4,219,
1870,1400000US42069102000,"Census Tract 1020, Lackawanna County, Pennsylvania",15,0,0,0,23,31,0,0,55,8,0,5,238,48,24,12,0,68,22,0,0,58,6,0,0,243,7,25,5,0,106,15,0,0,68,0,0,17,234.5,350.3,11.2,22,618,
1871,1400000US42069102100,"Census Tract 1021, Lackawanna County, Pennsylvania",58,29,12,28,0,46,37,0,0,0,0,0,123,28,0,11,8,0,29,0,0,0,39,0,8,260,46,0,30,0,0,92,8,0,41,30,0,13,250,266.8,55.2,21,593,
